"metro,location_tier,sqft,bedrooms,bathrooms,house_age,garage_spaces,lot_size,price"
"New York,1,1924,2,1,10,2,6956,970400"
"Seattle,2,2388,5,3,8,1,3238,1001300"
"San Francisco,1,1953,3,2,16,2,2501,1500000"
"New York,1,2880,4,3,40,3,10179,2203800"
"Denver,2,2633,4,3,75,3,3256,626500"
"Chicago,2,1823,4,3,77,2,2639,298900"
"Chicago,2,1771,4,3,72,1,2209,494300"
"Phoenix,3,500,1,1,60,1,1832,139500"
"Seattle,2,1688,2,1,36,1,2237,538400"
"Boston,1,1020,2,1,62,2,2288,487900"
"San Francisco,1,2044,3,2,21,1,3695,1895800"
"New York,1,1999,4,2,53,1,4311,1138100"
"Boston,1,2352,4,2,0,0,4736,1156900"
"New York,1,2808,3,2,72,2,10350,1886800"
"San Francisco,1,1883,3,2,77,0,6313,1145400"
"New York,1,3382,5,3,58,1,12439,2031900"
"Chicago,2,2051,3,1,13,1,6596,457500"
"Chicago,2,1048,2,2,20,1,2227,336000"
"Indianapolis,3,1535,3,2,59,2,2641,209300"
"Phoenix,3,1658,3,2,39,2,4449,373100"
"Denver,2,2285,3,2,43,2,5024,751900"
"New York,1,1284,2,1,32,1,3854,1053800"
"Denver,2,1706,2,1,66,0,2233,596600"
"San Francisco,1,1795,2,2,13,2,5737,1520300"
"Austin,2,1609,2,1,35,1,3280,522100"
"Seattle,2,2427,5,3,17,2,6054,1018100"
"Austin,2,2317,2,1,55,3,9129,673000"
"Boston,1,2658,4,2,22,1,4794,1300500"
"Chicago,2,1685,3,1,23,2,2577,444800"
"Columbus,3,2682,4,3,13,1,4794,481300"
"Phoenix,3,1013,1,1,69,1,2213,170700"
"Chicago,2,998,1,1,17,1,2696,300800"
"Denver,2,1111,1,1,69,2,4382,364700"
"San Francisco,1,1906,4,3,73,3,6930,1480100"
"Chicago,2,2682,3,1,77,1,8587,485600"
"Denver,2,1509,2,1,27,2,4855,510900"
"Boston,1,1590,4,2,52,1,3171,690100"
"Seattle,2,1760,2,1,66,1,6685,794700"
"Indianapolis,3,2272,4,3,6,2,6159,429100"
"Chicago,2,1590,3,2,5,2,2632,355500"
"Austin,2,1553,3,2,16,2,5996,668500"
"Chicago,2,1025,1,1,78,3,2684,278300"
"Seattle,2,1528,2,2,7,0,2499,563600"
"Austin,2,2665,4,3,61,1,8684,957100"
"Boston,1,1959,4,2,67,1,3633,745800"
"Austin,2,1419,2,1,72,2,2448,506100"
"Chicago,2,2703,4,2,42,0,5269,618000"
"San Francisco,1,1520,3,2,42,1,4285,997800"
"Phoenix,3,2823,5,3,59,2,5700,682800"
"Boston,1,2812,5,3,50,1,3696,1028700"
"Chicago,2,1936,2,1,62,2,4424,430600"
"Chicago,2,926,1,1,28,3,1719,281000"
"Chicago,2,3388,5,3,74,1,8917,774300"
"Denver,2,2152,4,3,34,1,5352,752600"
"Indianapolis,3,1689,2,1,19,3,2396,275300"
"Austin,2,2521,4,2,60,2,4757,894300"
"Chicago,2,2356,3,2,49,1,4684,616000"
"Chicago,2,2752,6,3,3,2,7038,630000"
"New York,1,1469,2,1,13,1,5145,1128600"
"Boston,1,2107,4,2,2,2,3818,1094800"
"Austin,2,1129,2,2,46,1,1855,376100"
"Boston,1,2333,4,3,69,1,2806,1285600"
"Seattle,2,1885,2,2,25,2,5463,881900"
"Seattle,2,2083,2,1,8,0,4399,963100"
"Denver,2,1805,4,3,68,2,5553,644100"
"New York,1,1737,3,1,57,2,5441,1089100"
"Phoenix,3,1336,2,2,43,3,1770,321900"
"Austin,2,2414,3,3,15,0,5725,856600"
"Chicago,2,2868,4,3,53,1,11215,698400"
"San Francisco,1,1538,3,2,29,1,3030,1064300"
"Austin,2,2260,5,3,19,1,6063,814400"
"San Francisco,1,2181,3,2,23,1,5902,1831900"
"Chicago,2,1905,3,2,4,1,3676,551600"
"Seattle,2,908,2,1,39,1,3071,421600"
"Indianapolis,3,1054,2,1,60,3,1276,167800"
"Seattle,2,1392,3,2,66,1,2554,549300"
"Denver,2,510,1,1,57,1,1458,224900"
"Boston,1,2815,5,3,70,2,10608,1344900"
"Chicago,2,2139,4,2,77,1,2624,477200"
"Austin,2,1881,3,2,17,2,5422,539800"
"Seattle,2,500,2,1,34,2,605,290400"
"New York,1,714,1,1,27,2,2102,542600"
"New York,1,1898,3,2,54,2,4465,1160500"
"New York,1,3181,6,4,66,2,7687,2284800"
"Indianapolis,3,1446,3,1,71,3,5652,224800"
"Seattle,2,2461,5,3,7,0,7654,863600"
"San Francisco,1,1588,1,1,41,1,2779,1285000"
"Indianapolis,3,1936,3,2,9,2,7730,275200"
"San Francisco,1,2690,4,3,26,0,5161,2218100"
"Seattle,2,1675,3,1,38,1,5227,671900"
"Chicago,2,1451,3,2,49,2,4505,422800"
"Columbus,3,2822,5,3,63,1,10101,451700"
"Chicago,2,1930,3,2,79,1,4471,457700"
"Austin,2,2609,4,2,26,2,8215,917300"
"Indianapolis,3,1455,3,1,44,0,4296,223700"
"San Francisco,1,2814,5,3,5,0,6815,2706100"
"Indianapolis,3,2078,4,3,8,2,7823,380400"
"Columbus,3,2183,4,2,77,2,4159,338500"
"Indianapolis,3,1986,4,2,75,1,3630,243500"
"Boston,1,1571,3,2,75,1,4658,750500"
"New York,1,1899,3,1,20,0,3290,1105100"
"Chicago,2,1612,3,2,52,2,5681,516600"
"Austin,2,2524,4,2,18,1,5429,701400"
"Austin,2,1768,4,2,54,3,4206,555800"
"Indianapolis,3,927,2,1,38,2,2883,140500"
"Chicago,2,808,1,1,74,0,2972,211500"
"Boston,1,778,3,3,29,2,2437,482900"
"Seattle,2,2302,2,1,51,3,3370,969300"
"New York,1,1152,2,1,52,2,2473,697300"
"New York,1,2095,3,2,63,2,6914,1455400"
"New York,1,1989,4,3,4,1,7442,1559900"
"Phoenix,3,1858,3,1,37,2,5527,400300"
"Chicago,2,2185,3,2,36,2,6269,593700"
"Denver,2,2003,3,2,18,1,4530,663000"
"Seattle,2,500,1,1,64,1,1269,206000"
"Chicago,2,1690,2,1,66,3,4073,374600"
"Phoenix,3,2176,3,2,6,1,2947,489000"
"Columbus,3,2966,4,2,54,1,3741,412700"
"Denver,2,2996,5,3,68,1,8774,929100"
"Phoenix,3,1014,2,1,23,1,2664,298500"
"Austin,2,1673,2,2,50,1,3155,520900"
"Austin,2,882,1,1,49,1,3263,301000"
"Columbus,3,2888,5,3,1,1,5136,477100"
"Seattle,2,2558,4,2,65,1,8087,1013300"
"Seattle,2,2128,4,3,60,1,7251,950300"
"Boston,1,2008,3,2,21,0,7134,982200"
"Austin,2,2797,5,3,25,1,9931,1212500"
"Denver,2,2687,5,3,61,1,9200,861600"
"Chicago,2,2653,6,4,64,1,6584,756900"
"Austin,2,2197,6,4,5,2,6474,849900"
"New York,1,1673,1,1,28,1,6025,1272800"
"Columbus,3,2399,2,1,49,2,5702,356500"
"Seattle,2,2430,4,2,10,0,7480,958400"
"Indianapolis,3,1776,3,2,79,1,2925,257400"
"New York,1,1672,3,2,16,0,4650,1170300"
"Denver,2,2637,5,3,69,1,4206,785200"
"Denver,2,2982,4,3,5,2,9092,1082200"
"Phoenix,3,1413,2,1,70,2,3186,274500"
"New York,1,1729,2,2,3,1,3178,1201500"
"Columbus,3,2128,3,2,54,1,4703,312100"
"Denver,2,2216,4,3,28,1,7011,822200"
"Denver,2,1560,2,1,36,3,5838,507000"
"Austin,2,3124,5,3,8,1,3847,1029600"
"San Francisco,1,2174,4,2,54,0,3631,1663700"
"Austin,2,2245,3,2,49,0,7130,753000"
"Boston,1,3043,5,3,25,3,8497,1639700"
"Seattle,2,1608,2,1,37,3,3367,684800"
"Chicago,2,1843,2,2,44,1,5575,572500"
"Austin,2,1085,2,1,55,0,3937,360900"
"San Francisco,1,1788,3,2,43,2,3437,1461600"
"San Francisco,1,932,1,1,4,1,2386,831100"
"New York,1,2386,5,4,43,0,3002,1961800"
"New York,1,2173,5,3,27,1,8363,1470600"
"Denver,2,1720,2,2,32,1,5925,548300"
"New York,1,1835,4,3,29,1,4797,1311100"
"Columbus,3,2395,2,1,28,2,9526,390600"
"New York,1,1162,3,2,18,2,2111,931800"
"San Francisco,1,2033,3,3,26,1,6675,1881800"
"Columbus,3,2355,4,2,56,0,7900,378800"
"Boston,1,742,1,1,17,0,2617,443100"
"Austin,2,2345,4,2,60,2,7312,749700"
"Indianapolis,3,812,1,1,35,1,1408,137400"
"Indianapolis,3,1824,3,2,48,1,2655,266700"
"Chicago,2,1144,3,2,9,0,1951,373200"
"San Francisco,1,2830,4,2,16,1,10197,2524800"
"Denver,2,1148,3,2,72,1,2670,319800"
"Indianapolis,3,827,1,1,66,1,2257,145300"
"Indianapolis,3,1987,4,3,5,2,2526,334100"
"San Francisco,1,1631,1,1,72,1,4201,1190500"
"Seattle,2,922,1,1,66,2,2163,336600"
"Boston,1,2242,3,3,10,2,6046,1203300"
"New York,1,606,2,2,19,1,1364,488100"
"Chicago,2,1226,2,2,14,2,1730,409500"
"Boston,1,1526,1,1,68,3,2019,697800"
"Seattle,2,2421,3,2,68,0,9344,909100"
"San Francisco,1,2742,4,3,57,2,7926,1561900"
"Austin,2,2617,5,4,20,2,7855,1185300"
"New York,1,1800,3,2,73,2,6774,1033400"
"Austin,2,500,1,1,67,0,1371,180700"
"New York,1,2154,3,2,69,0,6297,1231900"
"Indianapolis,3,2856,5,3,28,1,7610,483500"
"New York,1,2702,3,2,56,0,4574,1585700"
"Austin,2,2201,4,2,54,1,4561,647400"
"New York,1,1127,2,1,12,2,4143,940200"
"San Francisco,1,1559,2,2,46,1,3808,1030100"
"New York,1,3157,5,3,43,1,5593,1915000"
"San Francisco,1,979,2,1,46,1,3445,879100"
"New York,1,1154,2,1,27,1,1667,967300"
"Austin,2,2513,3,1,53,2,7516,709300"
"Chicago,2,1620,3,2,70,2,5120,397800"
"San Francisco,1,1132,2,2,48,1,2321,955400"
"Austin,2,2893,5,3,69,1,4823,680700"
"Denver,2,2200,4,3,61,1,5401,777800"
"New York,1,1652,2,1,25,3,5475,1029100"
"Seattle,2,1155,2,1,58,1,4254,465100"
"San Francisco,1,3231,5,4,53,1,11253,2539300"
"New York,1,1884,2,2,75,1,2839,1161200"
"Austin,2,2808,5,3,27,0,5121,818100"
"Indianapolis,3,2481,3,1,13,1,7263,450600"
"Indianapolis,3,1561,3,2,54,3,4976,176600"
"Indianapolis,3,1567,2,1,50,0,1919,182400"
"Austin,2,2840,4,2,49,1,4542,816700"
"San Francisco,1,2851,5,3,59,1,4172,1859000"
"Seattle,2,680,1,1,40,1,1465,379200"
"New York,1,2257,4,2,2,3,7011,1294700"
"San Francisco,1,1821,3,3,70,2,6994,1688500"
"San Francisco,1,1228,1,1,22,3,1781,994100"
"Austin,2,2070,4,3,19,2,5417,635400"
"Seattle,2,1023,2,1,65,2,2294,323400"
"New York,1,1597,3,1,63,1,3698,996700"
"Chicago,2,1381,3,2,40,1,1920,357200"
"Seattle,2,1575,3,2,55,2,3161,682600"
"Columbus,3,1854,3,2,6,2,3535,330700"
"Boston,1,1240,2,2,22,1,3982,743700"
"Denver,2,2923,3,2,19,1,8761,883700"
"New York,1,2221,4,3,33,2,6622,1454600"
"Austin,2,3066,5,4,28,1,8137,1158500"
"New York,1,1796,3,2,5,1,3875,1312500"
"New York,1,1543,1,1,55,1,2905,1064400"
"Denver,2,3043,5,3,47,1,3748,1008900"
"Boston,1,1524,3,1,30,1,2460,715600"
"New York,1,1784,3,2,71,2,3239,1146600"
"Indianapolis,3,2368,4,2,28,2,9310,417900"
"San Francisco,1,1095,2,1,9,1,4289,692700"
"Denver,2,2362,3,1,67,1,7911,671400"
"Denver,2,2279,4,3,10,0,6629,735800"
"Boston,1,2725,3,2,5,0,8373,1353700"
"Austin,2,2479,4,3,37,1,7143,760200"
"San Francisco,1,2745,4,3,46,2,8266,2384500"
"Chicago,2,1828,2,1,22,2,3316,454600"
"New York,1,1339,2,1,67,1,5269,826800"
"New York,1,3271,6,5,22,2,10855,2069600"
"Boston,1,908,2,2,77,1,1685,488700"
"Columbus,3,973,2,1,51,2,2567,138100"
"Phoenix,3,2267,2,1,14,1,7730,572500"
"Indianapolis,3,2956,4,2,32,2,11089,521800"
"Chicago,2,2023,3,1,6,1,4602,526400"
"Chicago,2,2550,4,2,67,0,6514,691900"
"Austin,2,603,1,1,51,1,1247,238300"
"Columbus,3,1575,4,2,34,2,3551,356000"
"Austin,2,682,1,1,54,3,1253,303500"
"Seattle,2,2407,4,3,49,2,3090,1228900"
"Chicago,2,894,2,1,47,2,2115,222900"
"Denver,2,1069,2,1,31,0,2691,374400"
"New York,1,2234,5,3,28,2,7559,1248400"
"Seattle,2,2590,3,2,20,2,6898,1016300"
"Boston,1,1797,2,1,62,1,3799,1002500"
"Columbus,3,2271,3,2,37,1,5671,391800"
"Seattle,2,2250,5,3,37,0,7716,1078800"
"Phoenix,3,1760,3,1,57,1,4482,361800"
"Austin,2,1188,1,1,42,0,3272,424800"
"Phoenix,3,2267,3,2,76,2,3819,383800"
"New York,1,2299,5,3,19,2,2808,1444600"
"Indianapolis,3,2481,4,3,3,0,9435,382500"
"Austin,2,2103,4,3,33,3,4101,503700"
"Boston,1,1140,2,1,42,2,2477,571400"
"Boston,1,2349,4,3,65,1,3574,1079300"
"Boston,1,1899,3,2,50,3,5007,846500"
"Seattle,2,1586,2,1,75,2,5177,614500"
"Chicago,2,1708,3,2,6,1,5331,552000"
"Indianapolis,3,1451,1,1,42,3,5217,260300"
"Chicago,2,2478,4,2,66,1,4962,516000"
"Denver,2,978,2,1,40,1,2035,305500"
"Austin,2,1254,3,2,22,1,4895,550600"
"Phoenix,3,1686,3,2,61,2,4179,367100"
"Columbus,3,2949,4,3,69,3,10430,547600"
"Boston,1,2585,5,3,20,1,7528,1460200"
"Indianapolis,3,833,2,2,44,1,1421,200400"
"Seattle,2,2778,5,3,64,1,10781,1091500"
"Phoenix,3,2777,5,3,12,2,5855,700700"
"Indianapolis,3,1137,2,1,0,0,3408,194800"
"Chicago,2,500,1,1,59,1,956,200600"
"New York,1,1853,3,1,60,1,5210,1251200"
"Denver,2,2630,3,2,12,0,7141,870700"
"New York,1,2934,4,2,47,3,5665,2104300"
"Phoenix,3,1334,1,1,57,3,5294,238500"
"Boston,1,3039,5,3,77,1,4844,1142800"
"Chicago,2,500,1,1,64,2,1220,162900"
"Columbus,3,1661,2,1,17,2,2139,306300"
"New York,1,1629,3,2,46,0,5069,1370000"
"Seattle,2,2649,4,2,58,0,6606,908800"
"Chicago,2,2744,5,3,21,2,7596,899400"
"Seattle,2,2520,5,2,13,1,7953,1055400"
"New York,1,1022,2,1,34,2,3413,740100"
"San Francisco,1,2461,3,1,57,1,9609,1799200"
"Seattle,2,2231,4,3,42,2,8074,931400"
"Chicago,2,814,1,1,48,1,1715,250600"
"Denver,2,556,1,1,53,1,1799,198600"
"New York,1,2575,3,2,76,1,3638,1292100"
"Austin,2,1783,2,1,50,1,2820,544800"
"Seattle,2,1065,2,1,10,2,2649,567700"
"Boston,1,1765,3,2,32,2,4389,729100"
"Chicago,2,2137,4,2,13,1,5591,648000"
"Boston,1,1846,4,3,60,2,4671,1016100"
"Denver,2,891,2,2,79,1,2669,331300"
"Indianapolis,3,3126,5,3,61,1,12104,465500"
"Denver,2,2553,4,3,19,3,4298,645500"
"Denver,2,1682,2,1,55,1,3702,534600"
"San Francisco,1,1708,2,1,1,2,2405,1555100"
"New York,1,2134,3,2,21,0,3756,1295100"
"San Francisco,1,1166,1,1,24,1,4623,973200"
"Phoenix,3,2110,3,1,37,2,2766,436100"
"Phoenix,3,1035,3,2,25,2,1861,333200"
"New York,1,1854,3,2,34,1,4439,1216000"
"New York,1,1140,1,1,0,2,2302,970300"
"Seattle,2,1173,2,1,65,2,3198,507600"
"Denver,2,2970,3,1,31,2,11801,933100"
"Chicago,2,1938,3,2,64,1,6145,576400"
"Chicago,2,2035,4,2,4,1,4755,532500"
"Columbus,3,593,1,1,69,2,1846,116500"
"Boston,1,1512,1,1,50,2,5507,721100"
"Chicago,2,2200,3,2,18,1,4051,486400"
"Denver,2,2026,4,3,60,1,6498,730500"
"Boston,1,500,1,1,59,1,1460,298900"
"Columbus,3,2035,2,1,58,0,6623,306200"
"San Francisco,1,2138,5,3,69,1,3069,1549300"
"Chicago,2,2734,3,2,76,2,8892,666600"
"Chicago,2,1474,2,1,13,2,5021,488800"
"Columbus,3,500,1,1,22,3,1562,154600"
"Austin,2,1252,1,1,3,2,2194,450400"
"Seattle,2,1187,2,1,5,1,1961,533300"
"Phoenix,3,2379,4,2,8,2,7773,527000"
"Phoenix,3,500,2,1,55,2,1507,127900"
"Austin,2,1609,2,2,48,2,6362,594200"
"Phoenix,3,2827,4,3,2,1,6992,541200"
"Boston,1,1905,3,1,33,2,3509,799500"
"Denver,2,2483,4,2,8,0,8331,1114000"
"Columbus,3,833,1,1,15,1,2745,234200"
"Boston,1,859,2,2,4,1,2288,548900"
"Austin,2,2834,4,2,42,1,9321,1021900"
"Indianapolis,3,1966,3,2,6,2,4069,369300"
"Phoenix,3,1967,3,2,62,1,3549,367900"
"Columbus,3,1173,3,1,74,0,1822,179500"
"Seattle,2,1966,5,4,68,2,3958,805300"
"Indianapolis,3,1155,2,1,65,2,3503,202800"
"New York,1,2671,4,3,60,1,5138,1950400"
"Austin,2,3673,6,3,72,1,13493,1383500"
"Austin,2,2215,3,2,70,1,4207,701700"
"Phoenix,3,1487,3,2,17,2,4634,458500"
"Columbus,3,500,1,1,48,2,1339,119200"
"Chicago,2,805,1,1,24,1,1443,328300"
"Chicago,2,2911,5,3,66,3,8027,706200"
"Austin,2,1231,2,2,0,2,4768,448300"
"Austin,2,1659,2,2,33,2,6377,753500"
"Austin,2,2326,4,3,30,0,4690,845100"
"San Francisco,1,2863,5,3,68,3,7736,2294800"
"Austin,2,1770,3,1,23,1,2872,582000"
"Columbus,3,1637,3,1,71,1,4114,223000"
"Chicago,2,1947,3,1,39,1,4089,459300"
"Phoenix,3,1492,2,2,54,1,5673,320200"
"Seattle,2,1527,2,1,42,1,4537,629500"
"Austin,2,2168,4,2,34,0,3724,548500"
"San Francisco,1,2020,3,2,24,1,8037,1959900"
"Seattle,2,3286,5,3,22,1,10330,1293600"
"Austin,2,2185,3,2,51,2,3446,809700"
"Boston,1,2648,5,3,26,2,9106,1192600"
"San Francisco,1,1204,1,1,69,1,3324,905600"
"Chicago,2,2241,5,3,10,0,5201,713800"
"Austin,2,1430,3,1,17,1,2502,578900"
"Seattle,2,2157,3,2,3,2,4267,917400"
"Boston,1,2348,4,2,69,2,3917,1104000"
"Denver,2,1932,4,2,33,1,6664,690400"
"Austin,2,3465,5,3,2,3,6806,1155000"
"Austin,2,2828,3,2,3,2,7115,837900"
"Denver,2,2665,3,2,73,2,10421,726100"
"San Francisco,1,2397,4,2,70,2,9551,1735700"
"Columbus,3,3046,3,2,22,1,10404,498900"
"San Francisco,1,966,1,1,51,3,3320,964300"
"Austin,2,2791,5,2,20,3,10733,1096800"
"New York,1,1256,2,1,67,2,4309,753200"
"Austin,2,1533,2,1,57,2,3775,617100"
"Boston,1,2265,3,3,35,3,3100,1069700"
"Columbus,3,2702,3,2,74,2,4819,419500"
"Seattle,2,1150,2,1,17,1,2811,482600"
"Chicago,2,1567,2,1,79,1,3045,344200"
"Boston,1,1963,3,1,23,2,4165,1066000"
"San Francisco,1,1779,3,2,71,2,2428,1179200"
"Seattle,2,2455,4,2,68,1,6741,965400"
"Denver,2,4133,6,3,45,1,9028,1262000"
"Austin,2,2173,2,1,9,3,4182,661800"
"Indianapolis,3,1422,2,1,60,1,4137,160400"
"Chicago,2,1057,2,1,55,0,2088,307700"
"Indianapolis,3,1689,2,1,69,2,4279,309300"
"Boston,1,1289,1,1,18,1,2436,686100"
"Phoenix,3,2204,3,1,19,1,6844,495100"
"Denver,2,2194,4,3,28,2,7880,661900"
"Denver,2,1599,3,2,29,3,2285,642500"
"Indianapolis,3,3190,6,4,0,1,11151,495900"
"Chicago,2,1422,3,2,12,1,5098,516900"
"Columbus,3,1822,3,2,38,1,7109,348800"
"Chicago,2,2315,4,2,77,2,8144,630300"
"New York,1,2480,4,2,10,1,6812,1809100"
"Chicago,2,2730,4,2,19,1,3813,752100"
"Austin,2,2179,4,2,68,2,3069,709100"
"Columbus,3,2583,3,2,3,3,4522,500500"
"Phoenix,3,1468,2,1,7,1,3599,310600"
"San Francisco,1,2497,5,3,71,1,9676,1848900"
"New York,1,2488,4,3,20,2,4207,1977900"
"San Francisco,1,2883,4,3,24,1,7809,2271100"
"Austin,2,816,1,1,1,2,3260,372000"
"San Francisco,1,1310,1,1,32,1,1623,1149900"
"Chicago,2,2435,5,3,79,0,3242,636500"
"Denver,2,500,1,1,78,0,978,122100"
"Phoenix,3,2220,3,1,51,0,4064,439300"
"Boston,1,2589,4,2,54,2,6721,1201600"
"Austin,2,1525,2,2,51,2,3625,570400"
"New York,1,1620,2,2,55,2,4591,1086100"
"Columbus,3,1202,1,1,41,2,1937,222600"
"New York,1,1561,1,1,16,1,4871,847600"
"San Francisco,1,1580,1,1,69,3,2846,1037300"
"New York,1,1456,1,1,70,2,3590,998800"
"Phoenix,3,1421,3,2,11,1,1838,443700"
"San Francisco,1,1724,2,1,7,2,5920,1493200"
"Denver,2,1716,3,2,63,2,5072,491400"
"Phoenix,3,3118,5,4,3,1,5564,660300"
"Phoenix,3,1644,3,2,64,0,4743,286000"
"New York,1,2124,3,2,78,1,5148,1516100"
"San Francisco,1,1525,2,2,2,3,5358,1353500"
"Austin,2,1517,2,2,63,2,5999,589400"
"New York,1,792,2,1,10,2,1227,654200"
"Chicago,2,879,3,2,23,3,2261,378600"
"Seattle,2,1115,3,2,43,1,2144,412200"
"Austin,2,2019,2,1,54,3,6661,669500"
"New York,1,2600,4,3,7,1,3371,1859300"
"Denver,2,739,1,1,8,2,2014,315500"
"New York,1,1543,3,2,22,1,5555,1168300"
"Chicago,2,1012,1,1,54,1,2317,283500"
"San Francisco,1,1728,1,1,32,1,6128,1515200"
"Indianapolis,3,2599,5,2,22,1,4188,413100"
"Chicago,2,1610,2,2,12,0,6072,501700"
"New York,1,1869,2,1,77,1,6385,1280100"
"San Francisco,1,2846,4,3,56,2,6532,1784600"
"Seattle,2,2198,4,3,78,3,3442,793600"
"New York,1,1406,2,1,39,0,3736,782800"
"New York,1,2003,3,3,65,0,6164,1380100"
"Columbus,3,1362,1,1,51,1,2126,223900"
"Denver,2,2173,2,1,42,2,8285,784700"
"New York,1,2235,4,1,37,2,7455,1561900"
"Denver,2,1011,2,1,40,3,3907,350400"
"Boston,1,2014,3,2,32,1,4104,970700"
"Indianapolis,3,1824,2,1,51,1,4402,196700"
"San Francisco,1,2254,4,2,39,3,4220,1666700"
"Chicago,2,2440,4,2,77,2,4798,423600"
"Phoenix,3,2210,4,2,71,1,3551,420100"
"San Francisco,1,1703,2,1,37,3,2641,1283400"
"New York,1,2507,4,2,31,1,7717,1642700"
"Seattle,2,1333,2,1,60,1,2185,470100"
"Columbus,3,1042,1,1,51,0,1640,153600"
"Denver,2,500,1,1,18,2,1348,271500"
"Chicago,2,1854,2,1,66,2,5879,384500"
"Phoenix,3,1366,2,2,54,1,4615,308500"
"Phoenix,3,2159,2,1,49,1,6098,369300"
"Austin,2,619,1,1,62,1,1092,177100"
"Austin,2,1479,2,2,18,0,4149,623300"
"Chicago,2,2206,3,2,63,2,6513,653100"
"Boston,1,1231,2,1,9,1,2367,612600"
"Columbus,3,2166,3,2,63,2,3475,308700"
"San Francisco,1,1538,2,1,47,2,5832,1180500"
"New York,1,1879,3,2,46,1,2760,1106300"
"Phoenix,3,2287,4,3,58,2,4519,419100"
"Seattle,2,2519,4,3,24,2,4655,1120200"
"New York,1,1960,3,1,61,1,7247,1579400"
"New York,1,1371,2,1,2,1,3572,968300"
"Denver,2,1602,2,1,55,2,6213,566700"
"Columbus,3,2314,5,3,63,2,8143,409000"
"San Francisco,1,1236,2,2,0,2,4096,904100"
"San Francisco,1,1784,3,2,55,1,3024,1343700"
"Austin,2,1649,2,1,61,2,3569,519000"
"Indianapolis,3,1833,3,2,41,2,6410,346300"
"Boston,1,1244,1,1,48,1,4919,711500"
"Indianapolis,3,696,1,1,4,1,2546,175200"
"Columbus,3,2238,4,3,79,1,8629,409000"
"Boston,1,2527,4,3,77,2,7574,1123400"
"Phoenix,3,735,1,1,61,1,1876,179800"
"Chicago,2,2140,3,2,1,2,5652,630300"
"Austin,2,2604,4,3,34,1,6468,988000"
"Austin,2,2287,3,2,65,2,3736,816000"
"Phoenix,3,1629,3,2,54,1,3349,357900"
"Phoenix,3,1287,1,1,72,2,1870,214300"
"Phoenix,3,1953,1,1,49,1,2828,336300"
"Indianapolis,3,2061,2,2,57,2,4273,313600"
"Austin,2,1962,3,2,26,3,6014,788800"
"Phoenix,3,1783,1,1,65,0,5203,322900"
"Columbus,3,1196,1,1,42,0,3309,193800"
"New York,1,2175,2,2,64,0,7171,1398800"
"San Francisco,1,2206,3,1,16,1,5258,1656200"
"Seattle,2,2031,4,2,21,2,4951,864500"
"Columbus,3,1972,3,2,7,0,5227,439700"
"Boston,1,2992,5,2,54,2,4148,1248300"
"Chicago,2,1494,3,2,58,1,4226,429000"
"San Francisco,1,2733,4,3,22,3,9021,2220100"
"Seattle,2,1423,2,1,30,1,2758,521900"
"Denver,2,2621,5,3,45,3,9419,720300"
"New York,1,2702,4,3,60,1,5256,1694300"
"Columbus,3,1710,3,2,24,3,4509,250800"
"New York,1,2980,4,2,39,2,10873,2392900"
"Columbus,3,2205,3,2,14,1,7203,375700"
"New York,1,1330,3,2,64,2,3741,862600"
"Indianapolis,3,1657,2,2,69,1,4878,265900"
"Denver,2,2636,5,3,59,1,3967,761600"
"San Francisco,1,2500,3,1,65,1,7895,1965200"
"San Francisco,1,1212,3,1,61,2,3531,896200"
"San Francisco,1,1809,3,2,66,2,2599,1358400"
"Denver,2,2032,2,1,34,1,3146,674800"
"Phoenix,3,1570,3,1,16,2,6153,335700"
"Seattle,2,3433,5,3,76,1,5832,1368000"
"Austin,2,2052,3,2,0,0,7609,534100"
"Denver,2,1860,3,2,32,0,3669,671100"
"Denver,2,2674,4,2,58,0,6175,715800"
"Chicago,2,1663,3,2,63,2,4582,438800"
"Austin,2,2555,4,3,54,1,7543,829300"
"Chicago,2,816,1,1,39,0,2117,213400"
"Indianapolis,3,1605,2,2,73,1,3492,189400"
"Seattle,2,2582,4,2,18,2,6704,1162000"
"San Francisco,1,2921,5,3,11,2,9236,2486600"
"New York,1,1397,2,1,50,1,3227,823400"
"Denver,2,1322,3,2,25,2,3605,515900"
"Seattle,2,2269,4,3,37,0,5132,1002200"
"Indianapolis,3,1495,2,1,36,2,3175,224600"
"Chicago,2,1725,2,1,21,1,3513,398200"
"Austin,2,2470,4,2,79,0,4513,730900"
"Phoenix,3,1546,2,2,30,1,5148,361100"
"Boston,1,622,2,1,53,0,2460,333300"
"Phoenix,3,1054,2,1,12,1,1350,243700"
"San Francisco,1,1906,3,2,79,2,3334,1470900"
"Denver,2,689,2,2,78,1,2687,270400"
"Indianapolis,3,1707,3,2,5,0,3682,261700"
"Phoenix,3,995,2,1,51,2,2278,216700"
"Columbus,3,2966,5,3,47,2,9065,647700"
"Seattle,2,3307,6,4,13,3,7234,1459200"
"Phoenix,3,1212,2,1,61,1,3126,205200"
"Denver,2,2067,3,2,61,2,7693,603700"
"Denver,2,1276,1,1,67,2,3549,348200"
"San Francisco,1,1699,2,1,48,1,5211,1354400"
"New York,1,3072,4,2,56,1,5554,1975800"
"Denver,2,1597,1,1,57,1,3086,424500"
"San Francisco,1,1714,3,2,61,1,6336,1621600"
"Phoenix,3,1287,2,2,46,2,4851,300400"
